"Reference ID","Product Name","Sale  Price","POS Category","Internal Category"
1600045159,"BETTY CROCKER FRT SHAPES NINJA TURTLE        ",3.49,"Grocery","Grocery"
1600045279,"GENERAL MILLS HERSHEY'S COOKIES N CREAM      ",5.29,"Grocery","Grocery"
1600045299,"GENERAL MILLS FIBER ONE CHOC P/B BROWNIE     ",4.49,"Grocery","Grocery"
1600045410,"BETTY CROCKER POUND CAKE MIX                 ",3.09,"Grocery","Grocery"
1600045451,"OCEAN SPRAY STRAWBERRY ISLAND FRT SNK        ",3.49,"Grocery","Grocery"
1600045472,"BETTY CROCKER ROLL-UPS FLAVOR MIXERS         ",3.49,"Grocery","Grocery"
1600045510,"BETTY CROCKER PANCAKE MIX BUTTERMILK         ",3.39,"Grocery","Grocery"
1600045530,"BETTY CROCKER PANCAKE MIX ORIGINAL           ",3.39,"Grocery","Grocery"
1600045602,"BETTY CROCKER BLUEBERRY MUFFIN MIX           ",3.49,"Grocery","Grocery"
1600045667,"MOTT'S MEDLEY'S FRT SNK STRAW APL            ",3.49,"Grocery","Grocery"
1600045674,"GENERAL MILLS GOLDEN GRAHAMS                 ",6.09,"Grocery","Grocery"
1600045682,"GENERAL MILLS FIBER ONE PROTEIN PNT BTR      ",4.89,"Grocery","Grocery"
1600045696,"GENERAL MILLS FIBER ONE 90 CAL LEMON         ",4.49,"Grocery","Grocery"
1600045701,"GENERAL MILLS FIBER ONE 90 CAL CINN CAFE     ",4.49,"Grocery","Grocery"
1600045705,"BETTY CROCKER COOKIE MIX PNT BTR  SNK SZ     ",1.39,"Grocery","Grocery"
1600045706,"BETTY CROCKER COOKIE MIX SUGAR    SNK SZ     ",1.39,"Grocery","Grocery"
1600045707,"BETTY CROCKER COOKIE MIX CHOC CHP SNK SZ     ",1.39,"Grocery","Grocery"
1600045723,"NATURE VALLEY PROTEIN BR PNT BTR/DK CHOC     ",4.89,"Grocery","Grocery"
1600045724,"NATURE VALLEY PROTEIN BR ALMND/DK CHOC       ",4.89,"Grocery","Grocery"
1600045798,"NATURE VALLEY SWT SALTY PRETZEL NUT          ",4.39,"Grocery","Grocery"
1600045830,"BETTY CROCKER RTS FROSTING VANILLA           ",2.69,"Grocery","Grocery"
1600045840,"BETTY CROCKER RTS FROSTING CHOCOLATE         ",2.69,"Grocery","Grocery"
1600045850,"BETTY CROCKER RTS FROSTING LEMON             ",2.69,"Grocery","Grocery"
1600045890,"BETTY CROCKER RTS FROSTING CHERRY            ",2.69,"Grocery","Grocery"
1600045895,"BETTY CROCKER GLUTEN FREE SUGAR CKIE MIX     ",5.49,"Grocery","Grocery"
1600045896,"BETTY CROCKER GLUTEN FREE RICE FLOUR         ",4.39,"Grocery","Grocery"
1600045897,"NATURE VALLEY OATMEAL SQUARE PEANUT BTR      ",4.49,"Grocery","Grocery"
1600045898,"NATURE VALLEY OATMEAL SQUARE CINN BRN SG     ",4.49,"Grocery","Grocery"
1600045900,"BETTY CROCKER RTS FROSTING MILK CHOC         ",2.69,"Grocery","Grocery"
1600046137,"BETTY CROCKER F/S CREAMY BTR MASH POTATO     ",1.79,"Grocery","Grocery"
1600046139,"BETTY CROCKER F/S RSTD GRLC MASH POTATO      ",1.79,"Grocery","Grocery"
1600046141,"BETTY CROCKER MASHED SWEET POTATOES          ",1.39,"Grocery","Grocery"
1600046142,"BETTY CROCKER YUKON GOLD MASHED POTATOES     ",1.39,"Grocery","Grocery"
1600046146,"BETTY CROCKER BUTTER/HRB MASHED POTATOES     ",1.39,"Grocery","Grocery"
1600046147,"BETTY CROCKER RST GARLIC MASHED POTATOES     ",1.39,"Grocery","Grocery"
1600046148,"BETTY CROCKER CRMY BUTTER MASED POTATOES     ",1.39,"Grocery","Grocery"
1600046149,"BETTY CROCKER LOADED MASHED POTATOES         ",1.39,"Grocery","Grocery"
1600047435,"BETTY CROCKER COOKIE MIX SNICKERDOODLE       ",3.09,"Grocery","Grocery"
1600047608,"GENERAL MILLS CHEERIOS XL FAM SIZE           ",6.89,"Grocery","Grocery"
1600048061,"BETTY CROCKER ROLL-UPS SMPLY FRT WLD BRY     ",4.39,"Grocery","Grocery"
1600048125,"GENERAL MILLS FIBER 1 CHOC PNT BTR BAR       ",6.29,"Grocery","Grocery"
1600048126,"GENERAL MILLS FIBER 1 DRK CHOC ALMD BAR      ",6.29,"Grocery","Grocery"
1600048127,"GENERAL MILLS FIBER 1 STRW GRK YOG BAR       ",6.29,"Grocery","Grocery"
1600048141,"NATURE VALLEY FRUTERIA MANGO/STRAWBERRY      ",4.39,"Grocery","Grocery"
1600048142,"NATURE VALLEY FRUTERIA STRAWBERRY/APPLE      ",4.39,"Grocery","Grocery"
1600048154,"GENERAL MILLS CHOC TOAST CRUNCH              ",4.59,"Grocery","Grocery"
1600048266,"GENERAL MILLS FIBER 1 PRTN BR CRNCHY ALM     ",5.59,"Grocery","Grocery"
1600048267,"GENERAL MILLS FIBER 1 PRTN BR GRN MP BRW     ",5.59,"Grocery","Grocery"
1600048268,"GENERAL MILLS CHEERIOS MLTI-GRN DRK CHOC     ",4.99,"Grocery","Grocery"
1600048282,"GENERAL MILLS CHEERIOS MLT-GRN PB FAM SZ     ",6.29,"Grocery","Grocery"
1600048285,"BETTY CROCKER CHKN HLPR ORANGE CHKN          ",3.69,"Grocery","Grocery"
1600048286,"BETTY CROCKER CHKN HLPR SWT/SPCY TERIYKI     ",3.69,"Grocery","Grocery"
1600048287,"NATURE VALLEY BREAKFAST BISCUIT BLUEBRRY     ",4.49,"Grocery","Grocery"
1600048288,"NATURE VALLEY BREAKFAST BISCUIT HONEY        ",4.49,"Grocery","Grocery"
1600048301,"CHEX MIX POPCORN SWEET/SALTY                 ",4.39,"Grocery","Grocery"
1600048302,"CHEX MIX POPCORN WHITE CHEDDAR               ",4.39,"Grocery","Grocery"
1600048304,"GENERAL MILLS FIBER ONE STREUSEL STRAW       ",4.49,"Grocery","Grocery"
1600048305,"GENERAL MILLS FIBER ONE STREUSEL BLUEBRY     ",4.49,"Grocery","Grocery"
1600048363,"GENERAL MILLS LUCKY CHARMS                   ",6.89,"Grocery","Grocery"
1600048365,"GENERAL MILLS FROSTED CHEERIOS               ",5.29,"Grocery","Grocery"
1600048366,"GENERAL MILLS HONEY NUT CHEERIOS             ",6.89,"Grocery","Grocery"
1600048452,"GENERAL MILLS REESES PB PUFFS GIANT          ",7.59,"Grocery","Grocery"
1600048494,"GENERAL MILLS HRSHY CKIES N CREAM FAM SZ     ",5.29,"Grocery","Grocery"
1600048541,"NATURE VALLEY CRUNCHY COCONUT GRANOLA        ",4.39,"Grocery","Grocery"
1600048542,"NATURE VALLEY PROTEIN BAR COCONUT/ALMOND     ",4.89,"Grocery","Grocery"
1600048588,"NATURE VALLEY PROT GRANOLA CRAN/ALMONDS      ",5.49,"Grocery","Grocery"
1600048588,"NATURE VALLEY PROT GRANOLA CRAN/ALMOND       ",5.49,"Grocery","Grocery"
1600048614,"BETTY CROCKER FRUIT SNK SKYLANDERS           ",3.49,"Grocery","Grocery"
1600048624,"GENERAL MILLS SPONGEBOB SQUAREPANTS          ",4.39,"Grocery","Grocery"
1600048641,"CHEX G/F QUICK COOK OATS                     ",4.49,"Grocery","Grocery"
1600048642,"CHEX G/F INSTANT MPLE BRWN SUGR              ",4.49,"Grocery","Grocery"
1600048643,"CHEX G/F INSTANT APPLE/CINNAMON              ",4.49,"Grocery","Grocery"
1600048644,"CHEX G/F INSTANT VARIETY PK                  ",4.49,"Grocery","Grocery"
1600048668,"BETTY CROCKER CKIE MX HERSHEY'S SMORES       ",3.19,"Grocery","Grocery"
1600048683,"BETTY CROCKER GLUTEN FREE PIZZA CRUST MX     ",4.49,"Grocery","Grocery"
1600048722,"BETTY CROCKER GUSHERS HAWAIIAN PUNCH         ",3.49,"Grocery","Grocery"
1600048769,"GENERAL MILLS MULTI GRAIN CHEERIOS           ",5.29,"Grocery","Grocery"
1600048771,"GENERAL MILLS MULTI GRAIN CHEERIOS           ",6.29,"Grocery","Grocery"
1600048772,"GENERAL MILLS CHEERIOS                       ",5.49,"Grocery","Grocery"
1600048789,"GENERAL MILLS CINNAMON CHEX                  ",4.49,"Grocery","Grocery"
1600048792,"GENERAL MILLS HONEY NUT CHEX                 ",4.49,"Grocery","Grocery"
1600048793,"GENERAL MILLS CHOCOLATE CHEX                 ",4.49,"Grocery","Grocery"
1600048794,"GENERAL MILLS RICE CHEX                      ",4.49,"Grocery","Grocery"
1600048795,"GENERAL MILLS RICE CHEX FAMILY SIZE          ",6.09,"Grocery","Grocery"
1600048796,"GENERAL MILLS CORN CHEX                      ",4.49,"Grocery","Grocery"
1600048797,"GENERAL MILLS CORN CHEX FAMILY SIZE          ",6.09,"Grocery","Grocery"
1600048798,"GENERAL MILLS VANILLA CHEX                   ",4.49,"Grocery","Grocery"
1600048804,"CHEX MIX HABANERO LIME                       ",3.49,"Grocery","Grocery"
1600048836,"GENERAL MILLS GO DIEGO GO                    ",4.59,"Grocery","Grocery"
1600048895,"BETTY CROCKER DSRT BAR MX HEATH TOFFEE       ",3.49,"Grocery","Grocery"
1600048896,"BETTY CROCKER DSRT BAR MX REESE'S PB/CHC     ",3.49,"Grocery","Grocery"
1600048897,"BETTY CROCKER DSRT BAR MX HERSHEY SMORES     ",3.49,"Grocery","Grocery"
1600049120,"BETTY CROCKER GUSHERS STRAWBERRY SPLASH      ",3.49,"Grocery","Grocery"
1600049300,"BETTY CROCKER FRUIT/FOOT STRAWBERRY          ",3.49,"Grocery","Grocery"
1600050330,"BETTY CROCKER SUDDENLY SALAD PSTA CLASSC     ",3.09,"Grocery","Grocery"
1600050940,"BETTY CROCKER SUDDENLY SALAD RANCH/BACON     ",3.09,"Grocery","Grocery"
1600050950,"BETTY CROCKER SUDDENLY SALAD CAESAR          ",3.09,"Grocery","Grocery"
1600051851,"GOLD MEDAL WHITE WHOLE WHEAT FLOUR           ",4.89,"Grocery","Grocery"
1600062570,"GENERAL MILLS KIX                            ",5.59,"Grocery","Grocery"
1600066050,"GENERAL MILLS HNY NT CHEERIOS CEREAL BAR     ",3.99,"Grocery","Grocery"
1600066090,"GENERAL MILLS CINN TST CRNCH CEREAL BARS     ",3.99,"Grocery","Grocery"
1600081334,"BETTY CROCKER ORIG SUPREME BROWNIES          ",3.49,"Grocery","Grocery"
1600087700,"GENERAL MILLS BREAKFAST 8PK                  ",5.59,"Grocery","Grocery"
1612001101,"WHO NU SFT/CHWY CHOC CHIP COOKIES            ",3.79,"Grocery","Grocery"
1612001102,"WHO NU CRISPY CHOC CHIP COOKIES              ",3.79,"Grocery","Grocery"
1612001103,"WHO NU CHOC SANDWICH COOKIES                 ",3.79,"Grocery","Grocery"
1612001104,"WHO NU VANILLA SANDWICH COOKIES              ",3.79,"Grocery","Grocery"
1622900468,"FOCO COCONUT MILK                            ",1.79,"Grocery","Grocery"
1622990114,"FOCO COCONUT JUICE                           ",1.29,"Grocery","Grocery"
1622990147,"FOCO COCONUT JUICE                           ",1.69,"Grocery","Grocery"
1622990826,"FOCO JASMINE RICE                            ",7.39,"Grocery","Grocery"
1622990827,"FOCO JASMINE RICE                            ",3.09,"Grocery","Grocery"
1622990881,"FOCO JASMINE RICE                            ",24.39,"Grocery","Grocery"
1649301001,"EL YUCATECO RED HABANERO SAUCE               ",2.19,"Grocery","Grocery"
1649301002,"EL YUCATECO GREEN HABANERO SAUCE             ",2.19,"Grocery","Grocery"
1649301003,"EL YUCATECO ACHIOTE PASTE                    ",1.49,"Grocery","Grocery"
1649301005,"EL YUCATECO XXX HOT HABANERO SAUCE           ",2.59,"Grocery","Grocery"
1649301013,"EL YUCATECO RED HABANERO SAUCE               ",3.39,"Grocery","Grocery"
1649301014,"EL YUCATECO GREEN HABANERO SAUCE             ",3.39,"Grocery","Grocery"
1649301015,"EL YUCATECO CARIBBEAN STYL HABANRO SCE       ",2.19,"Grocery","Grocery"
1649301789,"EL YUCATECO GREEN JALAPENO SAUCE             ",1.99,"Grocery","Grocery"
1650004011,"ALKA SELTZER IN FOIL                         ",4.69,"Grocery","Grocery"
1650004012,"ALKA SELTZER TABLETS BOTTLE                  ",6.29,"Grocery","Grocery"
1650004019,"ALKA SELTZER IN FOIL                         ",3.69,"Grocery","Grocery"
1650004810,"ALKA SELTZER LEMON/LIME IN FOIL              ",4.69,"Grocery","Grocery"
1650010005,"S.O.S NON SCRATCH SCRUBBERS                  ",4.49,"Grocery","Grocery"
1650050827,"BACTINE FIRST AID ORIGINAL                   ",6.99,"Grocery","Grocery"
1650053759,"ALKA SELTZER PLUS ORANGE ZEST                ",6.69,"Grocery","Grocery"
1650098021,"S O S SOAP PADS                              ",3.79,"Grocery","Grocery"
1650098032,"S O S STEEL WOOL PADS                        ",2.59,"Grocery","Grocery"
1650098034,"S O S STEEL WOOL PADS LEMON                  ",2.59,"Grocery","Grocery"
1650098041,"S O S SOAP PADS SMALL                        ",1.49,"Grocery","Grocery"
1680020047,"ROYAL OAK MINIT LITE                         ",6.69,"Grocery","Grocery"
1680020061,"ROYAL OAK MINIT LITE                         ",11.29,"Grocery","Grocery"
1680022817,"ROYAL OAK WOOD CHARCOAL                      ",15.89,"Grocery","Grocery"
1680022871,"ROYAL OAK WOOD CHARCOAL                      ",8.49,"Grocery","Grocery"
1680029443,"ROYAL OAK CHARCOAL BRIQUETTES                ",3.49,"Grocery","Grocery"
1680029446,"ROYAL OAK CHARCOAL BRIQUETS                  ",9.49,"Grocery","Grocery"
1693200111,"BROWN GOLD COLUMBIAN DECAF                   ",6.19,"Grocery","Grocery"
1700000300,"DIAL BASICS HYPOALLERGENIC 3PK               ",1.69,"Grocery","Grocery"
1700000489,"TONE ORIGINAL SOAP BAR 2 PK                  ",3.09,"Grocery","Grocery"
1700000683,"DIAL MOUNTAIN FRESH BODY WASH                ",4.99,"Grocery","Grocery"
1700000925,"ARMOUR VIENNA SAUSAGE                        ",1.09,"Grocery","Grocery"
1700000946,"ARMOUR POTTED MEAT                           ",0.79,"Grocery","Grocery"
1700001203,"DIAL HAND SANITIZER                          ",1.49,"Grocery","Grocery"
1700001219,"DIAL HAND SANITIZER                          ",2.89,"Grocery","Grocery"
1700001323,"ARMOUR TREET                                 ",2.59,"Grocery","Grocery"
1700001470,"ARMOUR CHILI W/BEANS                         ",1.89,"Grocery","Grocery"
1700001518,"BANNER BANNER SAUSAGE                        ",1.89,"Grocery","Grocery"
1700001646,"ARMOUR CHICKEN VIENNA SAUSAGE                ",1.09,"Grocery","Grocery"
1700001840,"DIAL SPRING WATER BAR 3 PK                   ",3.49,"Grocery","Grocery"
1700001869,"DIAL SPRING WATER BODY WASH                  ",4.99,"Grocery","Grocery"
1700002402,"DIAL GOLD SOAP BAR 3 PK                      ",3.49,"Grocery","Grocery"
1700002410,"DIAL WHITE SOAP BAR 3 PK                     ",3.49,"Grocery","Grocery"
1700002565,"DIAL FRUIT DECOR PUMP                        ",2.19,"Grocery","Grocery"
1700002660,"DIAL WHITE TEA/VIT E LIQ SOAP                ",2.19,"Grocery","Grocery"
1700002693,"COAST BODY WASH                              ",4.39,"Grocery","Grocery"
1700002725,"DIAL HAND SOAP/FOAM LOTION                   ",3.49,"Grocery","Grocery"
1700002755,"DIAL WHITE TEA & VITAMIN E 3PK               ",3.49,"Grocery","Grocery"
1700002934,"DIAL FOAMING HAND SOAP PEAR                  ",3.49,"Grocery","Grocery"
1700004600,"DIAL BODY WASH FULL FORCE                    ",6.69,"Grocery","Grocery"
1700009153,"DIAL GOLD LIQ HAND SOAP                      ",2.19,"Grocery","Grocery"
1700009261,"DIAL HAND SOAP VANILLA HONEY                 ",2.19,"Grocery","Grocery"
1700009306,"DIAL COCONUT WATER BAR SOAP 3PK              ",3.49,"Grocery","Grocery"
1700009315,"DIAL COCONUT WATER HAND WASH                 ",3.49,"Grocery","Grocery"
1700010902,"DIAL LAV/TWLGHT/JASMN HAND SOAP              ",2.19,"Grocery","Grocery"
1700011938,"DIAL FOR MEN FRESH REACTION 3PK              ",3.49,"Grocery","Grocery"
1700012029,"DIAL OMEGA MOISTURE 3PK                      ",3.49,"Grocery","Grocery"
1708200787,"JACK LINK'S BEEF JERKY ORIGINAL              ",7.19,"Grocery","Grocery"
1708200788,"JACK LINK'S BEEF JERKY SWEET/HOT             ",7.19,"Grocery","Grocery"
1708200789,"JACK LINK'S BEEF JERKY PEPPER                ",7.19,"Grocery","Grocery"
1708200795,"JACK LINK'S BEEF JERKY TERIYAKI              ",7.19,"Grocery","Grocery"
1708287329,"JACK LINK'S BEEF JERKY TURKEY                ",7.19,"Grocery","Grocery"
1708287382,"JACK LINK'S SASQUATCH STICK ORIGINAL         ",1.49,"Grocery","Grocery"
1708287384,"JACK LINK'S PORK JERKY BBQ                   ",7.19,"Grocery","Grocery"
1708287499,"JACK LINK'S SASQUATCH STICK MILD             ",1.49,"Grocery","Grocery"
1725250000,"BOSCO LARGE CHOCOLATE SYRUP                  ",3.39,"Grocery","Grocery"
1725250151,"BOSCO STRAWBERRY SYRUP                       ",3.09,"Grocery","Grocery"
1740010017,"SUCCESS BOIL-IN-BAG RICE                     ",1.79,"Grocery","Grocery"
1740010041,"SUCCESS BROWN RICE                           ",5.09,"Grocery","Grocery"
1740010076,"SUCCESS JASMINE RICE/BAG                     ",2.89,"Grocery","Grocery"
1740010077,"SUCCESS BOIL-IN-BAG RICE                     ",2.69,"Grocery","Grocery"
1740010078,"SUCCESS BOIL-IN-BAG BROWN RICE               ",2.69,"Grocery","Grocery"
1740010140,"CAROLINA EXTRA LONG GRAIN RICE               ",1.49,"Grocery","Grocery"
1740010145,"CAROLINA BROWN RICE                          ",1.69,"Grocery","Grocery"
1740010235,"CAROLINA JASMINE RICE                        ",3.59,"Grocery","Grocery"
1740010245,"CAROLINA EXTRA LONG GRAIN RICE               ",2.79,"Grocery","Grocery"
1740010246,"CAROLINA PARBOILED RICE                      ",2.79,"Grocery","Grocery"
1740010270,"RIVIANA RIVER RICE                           ",3.19,"Grocery","Grocery"
1740010280,"CAROLINA EXTRA LONG GRAIN RICE               ",3.99,"Grocery","Grocery"
1740010507,"MAHATMA YELLOW RICE                          ",1.89,"Grocery","Grocery"
1740010536,"RIVIANA RIVER BROWN RICE                     ",3.19,"Grocery","Grocery"
1740010537,"CAROLINA BROWN RICE                          ",3.09,"Grocery","Grocery"
1740010607,"CAROLINA SAFFRON YELLOW RICE MIX             ",1.09,"Grocery","Grocery"
1740010608,"CAROLINA RED BEANS & RICE                    ",1.39,"Grocery","Grocery"
1740010609,"CAROLINA PILAF RICE MIX                      ",1.09,"Grocery","Grocery"
1740010610,"CAROLINA BLACK BEANS & RICE                  ",1.49,"Grocery","Grocery"
1740010611,"CAROLINA SPANISH RICE                        ",1.09,"Grocery","Grocery"
1740010612,"CAROLINA CHICKEN RICE MIX                    ",1.09,"Grocery","Grocery"
1740010613,"CAROLINA SPICY YELLOW RICE                   ",1.09,"Grocery","Grocery"
1740010614,"CAROLINA LONG GRAIN WILD RICE                ",1.09,"Grocery","Grocery"
1740010668,"CAROLINA BASMATI RICE                        ",5.19,"Grocery","Grocery"
1740010697,"CAROLINA BASMATI RICE                        ",12.69,"Grocery","Grocery"
1740010806,"CAROLINA WHOLE GRAIN BROWN RICE              ",4.39,"Grocery","Grocery"
1740010870,"CAROLINA BROWN RICE                          ",6.09,"Grocery","Grocery"
1740010895,"CAROLINA JASMINE RICE                        ",25.79,"Grocery","Grocery"
1740010960,"CAROLINA LONG GRAIN RICE                     ",5.59,"Grocery","Grocery"
1740010961,"CAROLINA JASMINE RICE                        ",7.89,"Grocery","Grocery"
1740011000,"CAROLINA LONG GRAIN RICE                     ",15.69,"Grocery","Grocery"
1740011016,"CAROLINA GOLD PARBOIL RICE                   ",5.59,"Grocery","Grocery"
1740011063,"CAROLINA LONG GRAIN RICE                     ",8.49,"Grocery","Grocery"
1740011073,"CAROLINA GOLD PARBOILED RICE                 ",8.49,"Grocery","Grocery"
1740011105,"CAROLINA MEDIUM GRAIN RICE                   ",18.79,"Grocery","Grocery"
1740011150,"CAROLINA MEDIUM GRAIN RICE                   ",5.99,"Grocery","Grocery"
1740011182,"CAROLINA GOLD PARBOILED RICE                 ",15.69,"Grocery","Grocery"
1740011195,"CAROLINA LONG GRAIN RICE                     ",28.59,"Grocery","Grocery"
1740011805,"MINUTE RICE WHITE ORIGINAL                   ",2.79,"Grocery","Grocery"
1740011845,"MINUTE RICE BROWN                            ",2.79,"Grocery","Grocery"
1740011867,"MINUTE RICE MULTI-GRAIN MEDLEY               ",2.79,"Grocery","Grocery"
1740014001,"MINUTE RICE RTS BROWN RICE 2PK               ",2.59,"Grocery","Grocery"
1740014002,"MINUTE RICE RTS CHICKEN RICE MIX 2PK         ",2.59,"Grocery","Grocery"
1740014032,"MINUTE RICE RTS FRIED RICE 2PK               ",2.59,"Grocery","Grocery"
1740014034,"MINUTE RICE RTS BLACK BEAN & RICE            ",2.59,"Grocery","Grocery"
1750000519,"MAGIC SPRAY SPRAY SIZING          1.59       ",1.69,"Grocery","Grocery"
1750004403,"BON AMI CLEANSER                             ",1.39,"Grocery","Grocery"
1750039206,"MAGIC STATIC REMOVER                         ",4.19,"Grocery","Grocery"
1760002177,"LOUISIANA BRAND HOT SAUCE                    ",1.99,"Grocery","Grocery"
1760004386,"BRUCE CUT YAMS                               ",3.39,"Grocery","Grocery"
1777900850,"PLASTIC COFFEE STIRRERS                      ",2.09,"Grocery","Grocery"
1780002867,"PURINA CAT CHOW INDOOR                       ",2.69,"Grocery","Grocery"
1780010163,"PURINA BENEFUL GROWTH FORMULA                ",7.59,"Grocery","Grocery"
1780010640,"PURINA ONE CHICKEN/RICE DOG FOOD             ",10.39,"Grocery","Grocery"
1780010764,"PURINA BENEFUL ROASTED CHICKEN               ",2.59,"Grocery","Grocery"
1780010963,"PURINA BENEFUL SIMMERED BEEF                 ",2.59,"Grocery","Grocery"
1780010964,"PURINA BENEFUL SIMMERED CHICKEN              ",2.59,"Grocery","Grocery"
1780010965,"PURINA BENEFUL BEEF STEW                     ",2.59,"Grocery","Grocery"
1780010967,"PURINA BENEFUL STEW W/LAMB                   ",2.59,"Grocery","Grocery"
1780010968,"PURINA BENEFUL ROASTED TURKEY                ",2.59,"Grocery","Grocery"
1780011318,"PURINA CAT CHOW NATURALS                     ",2.69,"Grocery","Grocery"
1780011322,"PURINA CAT CHOW NATURALS                     ",7.09,"Grocery","Grocery"
1780012626,"PURINA BENEFUL PLAYFUL                       ",7.59,"Grocery","Grocery"
1780012859,"PURINA BENEFUL BEEF & CHICKEN                ",2.59,"Grocery","Grocery"
1780012861,"PURINA BENEFUL CHICKEN STEW                  ",2.59,"Grocery","Grocery"
1780013349,"CHEF MICHAEL BEEF TENDERLOIN                 ",0.99,"Grocery","Grocery"
1780013351,"CHEF MICHAEL ROASTER CHICKEN                 ",0.99,"Grocery","Grocery"
1780013357,"CHEF MICHAEL SIRLOIN                         ",0.99,"Grocery","Grocery"
1780013465,"PURINA BENEFUL WEIGHT FORMULA                ",7.59,"Grocery","Grocery"
1780013468,"PURINA BENEFUL RADIANCE                      ",22.59,"Grocery","Grocery"
1780013471,"PURINA BENEFUL RADIANCE                      ",7.59,"Grocery","Grocery"
1780013483,"PURINA BENEFUL BEEF                          ",7.59,"Grocery","Grocery"
1780014188,"PURINA BENEFUL HEALTY FIESTA                 ",7.59,"Grocery","Grocery"
1780014197,"PURINA BENEFUL HEALTY FIESTA                 ",22.59,"Grocery","Grocery"
1780014434,"BENEFUL BKD DELIGHTS HUGS                    ",4.99,"Grocery","Grocery"
1780014439,"BENEFUL BKD DELIGHTS SNACKERS                ",4.99,"Grocery","Grocery"
1780014445,"PURINA BENEFUL HEARTY ROASTED BEEF           ",2.59,"Grocery","Grocery"
1780014447,"PURINA BENEFUL HEARTY ROASTED PORK           ",2.59,"Grocery","Grocery"
1780014451,"PURINA BENEFUL HEALTHY ROASTERS TURKEY       ",2.59,"Grocery","Grocery"
1780014568,"CHEF MICHAEL BRISKET                         ",0.99,"Grocery","Grocery"
1780014570,"CHEF MICHAEL CHICKEN                         ",0.99,"Grocery","Grocery"
1780014572,"CHEF MICHAEL BEEF SHORT RIBS                 ",0.99,"Grocery","Grocery"
1780014841,"PURINA CAT CHOW HEALTY WEIGHT                ",7.09,"Grocery","Grocery"
1780014884,"KIT & KABOODLE ESSENTIALS                    ",5.79,"Grocery","Grocery"
1780014905,"PURINA DOG CHOW LAMB/RICE                    ",18.79,"Grocery","Grocery"
1780014910,"PURINA PUPPY CHOW                            ",19.59,"Grocery","Grocery"
1780014913,"PURINA PUPPY CHOW LAMB/RICE                  ",19.59,"Grocery","Grocery"
1780014915,"PURINA DOG CHOW                              ",18.79,"Grocery","Grocery"
1780014950,"BE HAPPY CAT FOOD CHICKEN/TURKEY             ",4.59,"Grocery","Grocery"
1780014952,"BE HAPPY CAT FOOD DEEP SEA                   ",4.59,"Grocery","Grocery"
1780014958,"BE HAPPY DOG FOOD BEEF                       ",5.69,"Grocery","Grocery"
1780014961,"BE HAPPY DOG FOOD CHICKEN                    ",5.69,"Grocery","Grocery"
1780015014,"PURINA CAT CHOW                              ",7.09,"Grocery","Grocery"
1780015018,"PURINA CAT CHOW INDOOR                       ",7.09,"Grocery","Grocery"
1780015220,"BENEFUL HEALTHY SMILE DRY                    ",22.59,"Grocery","Grocery"
1780015222,"BENEFUL HEALTHY SMILE DRY                    ",7.59,"Grocery","Grocery"
1780015293,"BENEFUL TUSCAN STYLE BEEF 3PK                ",2.59,"Grocery","Grocery"
1780015296,"BENEFUL ROMANA MEDLEY CHICKEN 3PK            ",2.59,"Grocery","Grocery"
1780015300,"BENEFUL MEDITERRANEAN LAMB 3PK               ",2.59,"Grocery","Grocery"
1780015329,"PURINA DOG CHOW LIGHT & HEALTHY              ",18.79,"Grocery","Grocery"
1780015331,"PURINA DOG CHOW LIGHT & HEALTHY              ",6.89,"Grocery","Grocery"
1780015466,"BENEFUL HLTHY SMILE RIDGES LRG DOG           ",4.99,"Grocery","Grocery"
1780015470,"BENEFUL HLTHY SMILE TWISTS LRG DOG           ",4.99,"Grocery","Grocery"
1780015472,"BENEFUL HLTHY SMILE TWISTS SML/MED           ",4.99,"Grocery","Grocery"
1780015494,"BENEFUL CHOPPED BLEND BEEF                   ",2.59,"Grocery","Grocery"
1780015496,"BENEFUL CHOPPED BLEND CHKN                   ",2.59,"Grocery","Grocery"
1780015498,"BENEFUL CHOPPED BLEND LAMB                   ",2.59,"Grocery","Grocery"
1780040400,"PURINA PUPPY CHOW                            ",7.39,"Grocery","Grocery"
1780041027,"PURINA DOG CHOW COMPLETE BLEND               ",6.89,"Grocery","Grocery"
1780042903,"PURINA CHEWY T-BONZ BEEF                     ",3.79,"Grocery","Grocery"
1780042903,"PURINA CHEWY T BONZ BEEF                     ",3.79,"Grocery","Grocery"
1780045007,"PURINA CAT CHOW                              ",2.69,"Grocery","Grocery"
1780045324,"PURINA KITTEN CHOW CAT FOOD                  ",2.69,"Grocery","Grocery"
1780051208,"PURINA KIT N KABOODLE CAT FOOD               ",2.29,"Grocery","Grocery"
1780054168,"BENEFUL HLTHY SMILE RIDGES SML/MED           ",4.99,"Grocery","Grocery"
1780054917,"PURINA CAT CHOW SPECIAL CARE                 ",9.99,"Grocery","Grocery"
1780056614,"PURINA DELI CAT FOOD                         ",7.59,"Grocery","Grocery"
1780057309,"PURINA ONE LAMB/RICE DOG FOOD                ",10.39,"Grocery","Grocery"
1792900020,"RED STAR ACTIVE DRY YEAST 3 PK               ",2.49,"Grocery","Grocery"
1792900021,"RED STAR ACTIVE DRY YEAST                    ",8.29,"Grocery","Grocery"
1792900023,"RED STAR BREAD MACHINE YEAST                 ",8.29,"Grocery","Grocery"
